student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments
NSFAS005206,Lindiwe Dlamini,University of the Free State,Arts,2,40.0,33.0,3,2
NSFAS005207,Thabo Ngcobo,University of the Free State,Engineering,1,62.27,62.0,0,3
NSFAS005208,Lerato Molefe,University of Johannesburg,Law,2,75.0,76.0,1,1
NSFAS005209,Andile Mhlongo,University of Johannesburg,Commerce,4,40.0,40.0,2,1
NSFAS005210,Lindiwe Mhlongo,University of Stellenbosch,Law,3,40.0,61.0,4,3
NSFAS005211,Tshepo Mokoena,North-West University,Law,4,51.76,73.0,1,0
NSFAS005212,Busisiwe Mthethwa,University of KwaZulu-Natal,Commerce,3,54.84,84.0,0,1
NSFAS005213,Nomsa Mhlongo,University of Johannesburg,Arts,4,45.88,48.0,3,4
NSFAS005214,Phumzile Mkhize,University of Cape Town,Education,3,53.17,70.0,0,4
NSFAS005215,Lerato Khumalo,University of Stellenbosch,Law,3,75.0,90.0,1,5
NSFAS005216,Thabo Mthembu,University of Stellenbosch,Science,4,47.51,64.0,1,1
NSFAS005217,Nokuthula Mhlongo,North-West University,Science,1,49.25,56.0,2,5
NSFAS005218,Tshepo Nkosi,University of the Witwatersrand,Science,1,40.0,51.0,4,5
NSFAS005219,Themba Ngcobo,University of Stellenbosch,Education,1,40.0,26.0,4,3
NSFAS005220,Themba Nkosi,University of Johannesburg,Law,1,40.0,37.0,4,3
NSFAS005221,Nomsa Mhlongo,University of the Free State,Engineering,4,49.0,58.0,3,2
NSFAS005222,Tshepo Mabaso,University of Pretoria,Arts,4,40.0,25.0,3,4
NSFAS005223,Zanele Mahlangu,University of Pretoria,Science,3,61.73,70.0,1,5
NSFAS005224,Sibusiso Mthethwa,University of Pretoria,Engineering,4,53.82,57.0,2,3
NSFAS005225,Lindiwe Nkosi,University of Stellenbosch,Education,1,40.0,29.0,2,5
NSFAS005226,Tshepo Mkhize,University of Johannesburg,Commerce,1,40.0,22.0,2,2
NSFAS005227,Zanele Mthembu,University of Pretoria,Education,3,75.0,95.0,0,2
NSFAS005228,Nomsa Mthethwa,University of Cape Town,Arts,3,41.11,55.0,2,0
NSFAS005229,Themba Mthembu,University of KwaZulu-Natal,Science,2,71.57,81.0,0,3
NSFAS005230,Sipho Mhlongo,University of Johannesburg,Engineering,2,53.75,66.0,1,2
NSFAS005231,Zanele Dlamini,University of Stellenbosch,Science,2,42.78,28.0,4,1
NSFAS005232,Sipho Nkosi,North-West University,Commerce,3,52.07,75.0,1,1
NSFAS005233,Busisiwe Zulu,University of the Witwatersrand,Engineering,3,67.16,79.0,0,1
NSFAS005234,Busisiwe Molefe,University of Cape Town,Arts,4,40.0,39.0,4,0
NSFAS005235,Phumzile Mabaso,University of Johannesburg,Arts,3,41.63,30.0,1,3
NSFAS005236,Nomsa Mokoena,University of the Free State,Law,4,42.11,24.0,4,5
NSFAS005237,Tshepo Mabaso,University of the Witwatersrand,Science,3,40.0,52.0,3,1
NSFAS005238,Sibusiso Khumalo,University of Cape Town,Arts,3,40.0,59.0,4,2
NSFAS005239,Nokuthula Mahlangu,University of Pretoria,Law,2,40.0,54.0,1,2
NSFAS005240,Mpho Molefe,University of KwaZulu-Natal,Commerce,1,75.0,95.0,0,4
NSFAS005241,Sipho Dlamini,University of Pretoria,Engineering,2,65.78,55.0,3,2
NSFAS005242,Nomsa Mthethwa,University of the Witwatersrand,Education,1,65.41,65.0,1,0
NSFAS005243,Andile Zulu,University of Stellenbosch,Arts,3,95.0,93.0,0,1
NSFAS005244,Mpho Mhlongo,North-West University,Arts,2,75.0,95.0,1,0
NSFAS005245,Lerato Mkhize,North-West University,Science,2,30.0,60.0,1,5
NSFAS005246,Phumzile Mhlongo,University of KwaZulu-Natal,Law,2,85.7,93.0,0,3
NSFAS005247,Kagiso Molefe,North-West University,Education,3,40.0,26.0,2,5
NSFAS005248,Mpho Ngcobo,University of the Witwatersrand,Arts,3,51.87,61.0,1,5
NSFAS005249,Busisiwe Khumalo,University of Cape Town,Education,3,64.56,84.0,0,2
NSFAS005250,Lindiwe Mthethwa,University of the Witwatersrand,Education,4,33.27,44.0,3,0
NSFAS005251,Lindiwe Mthethwa,North-West University,Law,4,75.0,80.0,1,1
NSFAS005252,Lerato Mkhize,University of Stellenbosch,Law,2,40.0,48.0,2,0
NSFAS005253,Themba Zulu,University of the Free State,Engineering,4,40.0,23.0,3,5
NSFAS005254,Thabo Mthethwa,University of Pretoria,Law,3,75.0,88.0,0,0
NSFAS005255,Phumzile Mokoena,University of Cape Town,Education,2,75.0,95.0,1,0
NSFAS005256,Sipho Mthethwa,University of Cape Town,Commerce,3,75.0,91.0,0,3
NSFAS005257,Nokuthula Molefe,University of Cape Town,Arts,3,75.0,85.0,1,3
NSFAS005258,Sipho Mahlangu,University of Pretoria,Engineering,2,48.69,28.0,2,0
NSFAS005259,Mpho Mabaso,University of the Witwatersrand,Arts,4,40.0,31.0,3,5
NSFAS005260,Kagiso Mkhize,University of Johannesburg,Arts,4,31.35,62.0,4,5
NSFAS005261,Nomsa Molefe,University of Johannesburg,Engineering,2,75.0,95.0,0,0
NSFAS005262,Themba Khumalo,University of Pretoria,Law,1,40.0,36.0,1,1
NSFAS005263,Kagiso Mabaso,University of Johannesburg,Education,3,40.02,62.0,4,3
NSFAS005264,Nokuthula Mkhize,North-West University,Engineering,3,40.0,34.0,1,0
NSFAS005265,Kagiso Mahlangu,University of Johannesburg,Engineering,1,75.0,78.0,1,3
NSFAS005266,Sipho Mabaso,University of Cape Town,Arts,4,95.0,77.0,1,1
NSFAS005267,Kagiso Mahlangu,North-West University,Science,2,30.0,43.0,3,1
NSFAS005268,Sibusiso Ngcobo,University of the Witwatersrand,Law,2,57.93,73.0,0,2
NSFAS005269,Busisiwe Mthembu,University of the Free State,Arts,4,75.0,84.0,0,1
NSFAS005270,Zanele Mthembu,North-West University,Commerce,4,61.02,56.0,1,1
NSFAS005271,Andile Mhlongo,University of KwaZulu-Natal,Science,3,40.57,33.0,3,2
NSFAS005272,Sibusiso Zulu,University of KwaZulu-Natal,Arts,4,95.0,85.0,0,2
NSFAS005273,Lindiwe Khumalo,University of the Free State,Commerce,2,40.0,21.0,1,2
NSFAS005274,Sipho Mabaso,University of Pretoria,Science,1,40.0,40.0,2,0
NSFAS005275,Lindiwe Ngcobo,North-West University,Commerce,4,44.68,33.0,1,4
NSFAS005276,Lerato Mhlongo,University of Cape Town,Law,3,70.01,84.0,1,4
NSFAS005277,Thabo Mhlongo,University of Pretoria,Engineering,2,40.0,39.0,3,3
NSFAS005278,Kagiso Mhlongo,University of KwaZulu-Natal,Law,4,40.0,28.0,2,4
NSFAS005279,Sipho Mokoena,University of Stellenbosch,Education,2,40.0,41.0,4,5
NSFAS005280,Phumzile Mthembu,University of the Free State,Engineering,2,41.11,47.0,3,4
NSFAS005281,Sibusiso Mhlongo,University of Stellenbosch,Commerce,2,75.0,86.0,0,3
NSFAS005282,Sipho Mahlangu,University of Johannesburg,Arts,2,71.98,95.0,1,1
NSFAS005283,Zanele Mkhize,University of the Witwatersrand,Law,3,65.83,71.0,0,1
NSFAS005284,Themba Mhlongo,University of KwaZulu-Natal,Arts,2,60.48,56.0,4,3
NSFAS005285,Lindiwe Ngcobo,University of Pretoria,Commerce,1,40.0,59.0,3,0
NSFAS005286,Phumzile Mhlongo,University of Johannesburg,Law,3,64.53,70.0,0,0
NSFAS005287,Sibusiso Mahlangu,University of Stellenbosch,Law,1,42.54,25.0,1,3
NSFAS005288,Busisiwe Ngcobo,North-West University,Law,3,43.94,61.0,2,2
NSFAS005289,Kagiso Dlamini,University of Pretoria,Law,3,40.0,63.0,4,1
NSFAS005290,Zanele Mabaso,University of KwaZulu-Natal,Arts,3,88.68,83.0,1,1
NSFAS005291,Themba Mahlangu,University of Stellenbosch,Education,4,75.0,95.0,1,5
NSFAS005292,Phumzile Ngcobo,University of Johannesburg,Law,1,40.0,29.0,4,1
NSFAS005293,Sibusiso Mthembu,University of KwaZulu-Natal,Science,1,49.0,35.0,2,0
NSFAS005294,Nomsa Mkhize,University of Johannesburg,Law,1,40.0,54.0,4,5
NSFAS005295,Andile Ngcobo,North-West University,Law,2,51.53,57.0,1,0
NSFAS005296,Lerato Mokoena,University of Pretoria,Engineering,4,40.0,22.0,3,2
NSFAS005297,Kagiso Mokoena,University of KwaZulu-Natal,Law,4,40.0,25.0,3,0
NSFAS005298,Nomsa Mhlongo,University of the Free State,Law,2,51.91,80.0,0,5
NSFAS005299,Andile Nkosi,University of the Witwatersrand,Science,3,30.0,58.0,4,5
NSFAS005300,Busisiwe Ngcobo,University of KwaZulu-Natal,Law,4,63.32,56.0,2,5
NSFAS005301,Lerato Mhlongo,North-West University,Commerce,3,64.22,78.0,0,1
NSFAS005302,Nomsa Zulu,University of Stellenbosch,Commerce,4,40.0,,2,3
NSFAS005303,Zanele Mkhize,University of the Free State,Science,3,30.0,34.0,3,2
NSFAS005304,Kagiso Molefe,University of Pretoria,Science,3,40.0,41.0,2,0
NSFAS005305,Kagiso Khumalo,North-West University,Science,4,66.18,66.0,0,5
NSFAS005306,Themba Mkhize,University of Stellenbosch,Engineering,4,40.0,48.0,3,3
NSFAS005307,Mpho Dlamini,University of the Free State,Engineering,1,40.1,26.0,4,2
NSFAS005308,Kagiso Nkosi,University of Johannesburg,Arts,1,30.0,48.0,4,1
NSFAS005309,Lindiwe Mkhize,University of Stellenbosch,Arts,3,93.55,84.0,0,3
NSFAS005310,Nokuthula Khumalo,University of Cape Town,Law,2,50.18,60.0,0,5
NSFAS005311,Andile Khumalo,University of the Witwatersrand,Education,4,40.0,45.0,1,3
NSFAS005312,Thabo Mabaso,University of Pretoria,Commerce,2,70.47,89.0,0,1
NSFAS005313,Tshepo Mabaso,University of the Free State,Law,4,38.09,47.0,3,1
NSFAS005314,Sipho Mkhize,University of Pretoria,Commerce,1,40.0,26.0,2,2
NSFAS005315,Phumzile Zulu,University of Stellenbosch,Education,4,40.0,60.0,4,5
NSFAS005316,Nokuthula Ngcobo,University of Stellenbosch,Law,1,65.22,68.0,0,3
NSFAS005317,Zanele Mthembu,University of Cape Town,Law,4,40.0,33.0,3,5
NSFAS005318,Nomsa Zulu,University of Johannesburg,Commerce,3,46.36,44.0,1,2
NSFAS005319,Nomsa Molefe,University of Johannesburg,Law,3,32.96,21.0,1,3
NSFAS005320,Andile Mthethwa,University of Stellenbosch,Education,1,51.06,56.0,2,4
NSFAS005321,Tshepo Mhlongo,University of Stellenbosch,Science,1,40.0,35.0,2,5
NSFAS005322,Kagiso Mokoena,North-West University,Arts,2,75.0,90.0,1,5
NSFAS005323,Kagiso Molefe,University of Johannesburg,Law,2,40.0,64.0,2,0
NSFAS005324,Mpho Mhlongo,University of Cape Town,Engineering,4,64.82,85.0,0,2
NSFAS005325,Sipho Khumalo,University of the Free State,Commerce,3,52.44,83.0,0,5
NSFAS005326,Phumzile Dlamini,University of Stellenbosch,Arts,4,40.0,20.0,3,0
NSFAS005327,Zanele Zulu,North-West University,Engineering,3,54.02,84.0,1,5
NSFAS005328,Sibusiso Mkhize,University of Stellenbosch,Commerce,2,75.0,95.0,1,5
NSFAS005329,Nomsa Ngcobo,University of Pretoria,Engineering,1,30.0,53.0,1,4
NSFAS005330,Sibusiso Dlamini,University of Johannesburg,Engineering,2,40.0,30.0,1,4
NSFAS005331,Lindiwe Mahlangu,University of the Free State,Arts,1,47.25,45.0,4,1
NSFAS005332,Sipho Mabaso,University of KwaZulu-Natal,Law,2,59.75,84.0,1,3
NSFAS005333,Zanele Nkosi,University of Johannesburg,Science,4,50.6,84.0,1,1
NSFAS005334,Thabo Khumalo,University of Stellenbosch,Law,3,50.55,76.0,1,5
NSFAS005335,Tshepo Mahlangu,University of Stellenbosch,Education,1,40.0,61.0,1,3
NSFAS005336,Busisiwe Mahlangu,North-West University,Education,4,30.0,59.0,3,3
NSFAS005337,Tshepo Ngcobo,University of Johannesburg,Law,4,40.0,60.0,1,3
NSFAS005338,Nokuthula Nkosi,University of Johannesburg,Law,1,57.65,66.0,1,2
NSFAS005339,Tshepo Mkhize,University of Johannesburg,Education,2,50.8,68.0,0,0
NSFAS005340,Themba Mahlangu,University of the Witwatersrand,Law,1,40.0,50.0,3,2
NSFAS005341,Phumzile Zulu,University of the Free State,Commerce,2,49.0,58.0,4,2
NSFAS005342,Phumzile Mokoena,University of the Free State,Engineering,4,41.06,38.0,1,0
NSFAS005343,Zanele Mthembu,University of Cape Town,Engineering,4,67.39,58.0,3,0
NSFAS005344,Kagiso Mthethwa,North-West University,Education,2,49.0,65.0,1,0
NSFAS005345,Busisiwe Khumalo,University of Cape Town,Science,1,40.0,56.0,1,3
NSFAS005346,Busisiwe Ngcobo,University of Johannesburg,Engineering,4,59.29,71.0,1,0
NSFAS005347,Mpho Mhlongo,University of Johannesburg,Commerce,4,62.52,69.0,1,1
NSFAS005348,Kagiso Khumalo,University of Stellenbosch,Education,3,64.52,60.0,1,0
NSFAS005349,Kagiso Mokoena,University of KwaZulu-Natal,Science,1,75.0,82.0,0,3
NSFAS005350,Lerato Mhlongo,University of Stellenbosch,Commerce,4,57.06,85.0,1,4
NSFAS005351,Busisiwe Mhlongo,University of the Witwatersrand,Science,2,40.0,45.0,4,0
NSFAS005352,Nomsa Mthembu,University of the Free State,Engineering,1,48.72,45.0,3,5
NSFAS005353,Sipho Zulu,University of Cape Town,Law,1,49.0,29.0,1,2
NSFAS005354,Sipho Mthethwa,University of Johannesburg,Commerce,3,43.56,22.0,2,2
NSFAS005355,Lindiwe Mahlangu,University of Pretoria,Engineering,1,54.25,83.0,1,1
NSFAS005356,Zanele Mthethwa,University of the Free State,Engineering,4,57.39,76.0,0,1
NSFAS005357,Sibusiso Mhlongo,University of KwaZulu-Natal,Education,4,30.0,,2,1
NSFAS005358,Tshepo Mkhize,University of the Free State,Arts,3,48.59,21.0,1,2
NSFAS005359,Themba Mkhize,University of the Free State,Science,4,42.51,37.0,3,5
NSFAS005360,Sibusiso Mthethwa,University of Johannesburg,Commerce,1,46.5,23.0,3,3
NSFAS005361,Phumzile Nkosi,University of Cape Town,Education,4,50.51,55.0,2,4
NSFAS005362,Nomsa Mhlongo,University of Johannesburg,Engineering,3,75.0,84.0,0,3
NSFAS005363,Sipho Mthethwa,University of Johannesburg,Engineering,2,30.88,56.0,1,0
NSFAS005364,Themba Mahlangu,University of the Free State,Engineering,1,41.59,65.0,2,5
NSFAS005365,Mpho Dlamini,University of Pretoria,Commerce,3,40.0,53.0,3,0
NSFAS005366,Busisiwe Mabaso,North-West University,Arts,3,40.0,55.0,3,5
NSFAS005367,Lindiwe Mahlangu,University of Pretoria,Arts,3,43.6,55.0,4,4
NSFAS005368,Lerato Mahlangu,University of Pretoria,Science,2,70.35,94.0,0,1
NSFAS005369,Nomsa Ngcobo,University of Pretoria,Law,4,59.28,85.0,0,3
NSFAS005370,Andile Khumalo,University of Stellenbosch,Arts,1,40.0,39.0,3,3
NSFAS005371,Thabo Mkhize,University of the Witwatersrand,Science,3,70.68,95.0,1,4
NSFAS005372,Nomsa Mhlongo,University of Cape Town,Science,1,40.0,20.0,3,3
NSFAS005373,Andile Mahlangu,University of Johannesburg,Law,1,75.0,90.0,1,1
NSFAS005374,Busisiwe Mkhize,University of Stellenbosch,Science,1,54.33,79.0,0,5
NSFAS005375,Andile Zulu,North-West University,Commerce,3,78.75,75.0,1,0
NSFAS005376,Nokuthula Ngcobo,University of Johannesburg,Law,1,61.22,56.0,1,4
NSFAS005377,Lerato Zulu,University of the Witwatersrand,Science,3,40.57,37.0,3,3
NSFAS005378,Lindiwe Mhlongo,University of Pretoria,Commerce,4,30.14,56.0,3,0
NSFAS005379,Themba Mthethwa,University of Johannesburg,Engineering,3,53.32,56.0,3,5
NSFAS005380,Sibusiso Mhlongo,University of the Witwatersrand,Commerce,2,40.0,42.0,1,4
NSFAS005381,Sibusiso Molefe,University of Cape Town,Education,1,66.75,74.0,0,1
NSFAS005382,Mpho Mahlangu,University of Cape Town,Law,1,40.0,51.0,1,4
NSFAS005383,Nokuthula Ngcobo,University of Cape Town,Science,3,75.0,90.0,1,1
NSFAS005384,Busisiwe Mthethwa,University of Stellenbosch,Commerce,2,53.3,79.0,0,4
NSFAS005385,Kagiso Nkosi,University of Johannesburg,Law,4,40.0,41.0,1,0
NSFAS005386,Mpho Dlamini,North-West University,Engineering,4,40.0,40.0,1,0
NSFAS005387,Kagiso Mahlangu,University of the Free State,Education,2,75.0,94.0,1,2
NSFAS005388,Tshepo Ngcobo,University of Pretoria,Commerce,2,30.0,59.0,3,3
NSFAS005389,Themba Ngcobo,University of the Witwatersrand,Arts,4,40.0,28.0,1,4
NSFAS005390,Sibusiso Nkosi,University of Johannesburg,Arts,1,66.24,82.0,1,3
NSFAS005391,Kagiso Dlamini,University of Stellenbosch,Engineering,4,75.0,87.0,0,2
NSFAS005392,Mpho Khumalo,University of Cape Town,Commerce,3,40.0,36.0,4,3
NSFAS005393,Sibusiso Mthethwa,University of the Witwatersrand,Commerce,1,86.12,94.0,0,1
NSFAS005394,Themba Zulu,University of Johannesburg,Commerce,3,40.0,41.0,1,0
NSFAS005395,Nokuthula Mthethwa,University of the Witwatersrand,Law,3,40.0,65.0,2,4
NSFAS005396,Themba Mthembu,University of KwaZulu-Natal,Engineering,2,71.55,95.0,0,3
NSFAS005397,Busisiwe Khumalo,University of the Free State,Science,1,75.0,92.0,1,4
NSFAS005398,Sipho Mthembu,University of Stellenbosch,Arts,3,47.46,35.0,3,0
NSFAS005399,Sibusiso Mthembu,University of the Witwatersrand,Education,4,42.88,38.0,2,4
NSFAS005400,Kagiso Zulu,North-West University,Arts,1,48.64,59.0,3,0
NSFAS005401,Zanele Mthembu,University of Cape Town,Engineering,3,30.0,38.0,4,1
NSFAS005402,Andile Molefe,University of Johannesburg,Education,1,40.0,30.0,4,5
NSFAS005403,Busisiwe Mokoena,North-West University,Education,3,45.63,47.0,3,1
NSFAS005404,Andile Mthethwa,North-West University,Engineering,3,40.0,29.0,1,0
NSFAS005405,Sibusiso Molefe,University of Pretoria,Education,2,30.0,23.0,4,2
NSFAS005406,Lerato Mabaso,University of Johannesburg,Commerce,1,49.23,52.0,4,1
NSFAS005407,Kagiso Molefe,University of Cape Town,Commerce,2,51.58,56.0,1,3
NSFAS005408,Thabo Khumalo,North-West University,Science,1,75.0,91.0,1,1
NSFAS005409,Thabo Mokoena,University of Pretoria,Engineering,1,40.0,39.0,1,0
NSFAS005410,Andile Mhlongo,University of Johannesburg,Commerce,4,95.0,87.0,0,3
NSFAS005411,Themba Molefe,University of Stellenbosch,Education,1,62.56,71.0,1,2
NSFAS005412,Sipho Mabaso,University of Cape Town,Law,3,30.0,54.0,2,4
NSFAS005413,Sipho Mabaso,University of Johannesburg,Arts,4,72.52,89.0,0,0
NSFAS005414,Nomsa Mokoena,University of Stellenbosch,Commerce,1,72.55,83.0,0,4
NSFAS005415,Lerato Dlamini,University of Stellenbosch,Education,4,45.38,28.0,2,2
NSFAS005416,Sipho Dlamini,University of Cape Town,Science,3,75.0,95.0,1,2
NSFAS005417,Lerato Mkhize,North-West University,Arts,4,40.0,29.0,3,4
NSFAS005418,Andile Ngcobo,University of Johannesburg,Education,1,40.0,42.0,3,2
NSFAS005419,Andile Khumalo,University of Stellenbosch,Education,2,55.07,62.0,1,5
NSFAS005420,Thabo Ngcobo,University of Pretoria,Engineering,3,49.0,41.0,2,5
NSFAS005421,Lindiwe Mkhize,University of Pretoria,Commerce,1,59.59,63.0,0,0
NSFAS005422,Phumzile Molefe,North-West University,Education,1,40.0,20.0,2,4
NSFAS005423,Nomsa Mokoena,North-West University,Commerce,4,75.0,95.0,0,0
NSFAS005424,Tshepo Ngcobo,University of KwaZulu-Natal,Science,1,52.92,59.0,1,2
NSFAS005425,Kagiso Mthembu,University of Pretoria,Engineering,2,49.0,59.0,2,4
NSFAS005426,Mpho Khumalo,University of the Witwatersrand,Engineering,4,60.87,74.0,0,4
NSFAS005427,Phumzile Molefe,University of KwaZulu-Natal,Commerce,4,75.0,94.0,1,1
NSFAS005428,Nomsa Nkosi,University of KwaZulu-Natal,Education,2,69.06,83.0,0,3
NSFAS005429,Themba Molefe,University of Stellenbosch,Education,1,75.0,76.0,0,1
NSFAS005430,Lerato Mthethwa,University of Pretoria,Commerce,3,50.95,70.0,0,4
NSFAS005431,Sipho Khumalo,University of Stellenbosch,Arts,2,40.0,22.0,4,1
NSFAS005432,Lerato Mahlangu,University of Pretoria,Arts,2,75.0,80.0,0,5
NSFAS005433,Nokuthula Nkosi,University of the Free State,Law,1,40.0,61.0,4,1
NSFAS005434,Andile Ngcobo,North-West University,Science,1,46.49,21.0,4,2
NSFAS005435,Sipho Molefe,University of the Witwatersrand,Engineering,4,75.0,76.0,0,4
NSFAS005436,Nokuthula Molefe,University of KwaZulu-Natal,Law,2,33.87,35.0,1,2
NSFAS005437,Nomsa Mthembu,University of KwaZulu-Natal,Arts,1,40.0,23.0,2,0
NSFAS005438,Lindiwe Nkosi,University of Cape Town,Arts,2,87.37,95.0,0,0
NSFAS005439,Lerato Khumalo,University of Stellenbosch,Education,3,35.71,36.0,4,1
NSFAS005440,Zanele Zulu,University of KwaZulu-Natal,Education,3,45.63,58.0,1,4
NSFAS005441,Andile Mkhize,North-West University,Law,4,40.0,22.0,3,2
NSFAS005442,Sipho Mthembu,University of the Witwatersrand,Law,3,75.0,92.0,0,0
NSFAS005443,Sipho Zulu,University of KwaZulu-Natal,Education,4,40.0,38.0,3,4
NSFAS005444,Kagiso Khumalo,University of KwaZulu-Natal,Commerce,3,75.0,95.0,0,1
NSFAS005445,Thabo Mthembu,University of Johannesburg,Education,3,40.0,59.0,3,1
NSFAS005446,Themba Mabaso,North-West University,Arts,1,49.0,60.0,1,0
NSFAS005447,Andile Mahlangu,University of the Witwatersrand,Commerce,4,65.2,82.0,0,0
NSFAS005448,Nokuthula Molefe,North-West University,Commerce,3,75.0,82.0,0,3
NSFAS005449,Lerato Mabaso,University of the Free State,Education,3,75.0,84.0,0,3
NSFAS005450,Busisiwe Mthethwa,North-West University,Education,3,48.75,58.0,4,4
NSFAS005451,Sipho Khumalo,University of the Free State,Arts,3,40.0,39.0,4,4
NSFAS005452,Mpho Zulu,University of Cape Town,Science,3,40.0,45.0,3,5
NSFAS005453,Mpho Khumalo,University of Pretoria,Science,1,52.28,82.0,1,4
NSFAS005454,Nokuthula Mahlangu,University of Stellenbosch,Science,3,47.35,63.0,1,2
NSFAS005455,Tshepo Mahlangu,University of Pretoria,Arts,3,75.0,93.0,1,4
NSFAS005456,Tshepo Mhlongo,North-West University,Law,2,75.0,94.0,0,4
NSFAS005457,Lerato Mabaso,University of Johannesburg,Commerce,2,48.54,59.0,2,3
NSFAS005458,Nokuthula Khumalo,University of Stellenbosch,Law,2,75.0,75.0,0,2
NSFAS005459,Mpho Ngcobo,University of Stellenbosch,Engineering,1,73.55,,1,2
NSFAS005460,Mpho Dlamini,University of Stellenbosch,Engineering,1,59.18,67.0,1,2
NSFAS005461,Lindiwe Mabaso,University of Cape Town,Arts,4,40.0,31.0,3,0
NSFAS005462,Nomsa Mkhize,University of KwaZulu-Natal,Commerce,3,73.7,85.0,1,1
NSFAS005463,Nokuthula Dlamini,University of KwaZulu-Natal,Education,1,40.0,55.0,1,1
NSFAS005464,Nokuthula Dlamini,University of Cape Town,Science,4,75.0,89.0,1,4
NSFAS005465,Phumzile Khumalo,North-West University,Education,1,44.31,36.0,1,0
NSFAS005466,Busisiwe Khumalo,University of the Witwatersrand,Engineering,1,62.75,,0,3
NSFAS005467,Lindiwe Mabaso,University of KwaZulu-Natal,Education,4,68.83,85.0,1,1
NSFAS005468,Phumzile Mthembu,University of the Free State,Commerce,2,40.0,53.0,3,1
NSFAS005469,Busisiwe Mthembu,University of Pretoria,Science,2,40.0,38.0,1,1
NSFAS005470,Nokuthula Mokoena,University of Cape Town,Engineering,1,40.0,42.0,2,5
NSFAS005471,Sibusiso Mkhize,University of Stellenbosch,Science,1,56.78,64.0,1,5
NSFAS005472,Lerato Mhlongo,University of Stellenbosch,Education,3,75.0,94.0,1,4
NSFAS005473,Sibusiso Mthembu,University of Cape Town,Science,1,47.79,44.0,1,0
NSFAS005474,Lerato Molefe,University of Pretoria,Science,4,40.0,31.0,1,2
NSFAS005475,Thabo Mhlongo,University of KwaZulu-Natal,Engineering,4,32.64,62.0,2,0
NSFAS005476,Nomsa Zulu,University of the Free State,Law,4,75.0,91.0,0,1
NSFAS005477,Zanele Nkosi,University of Stellenbosch,Arts,3,40.0,32.0,3,0
NSFAS005478,Nokuthula Dlamini,University of Stellenbosch,Engineering,2,30.0,31.0,1,3
NSFAS005479,Themba Zulu,University of Stellenbosch,Education,1,52.79,64.0,1,2
NSFAS005480,Mpho Dlamini,University of Pretoria,Arts,3,68.2,64.0,1,4
NSFAS005481,Nokuthula Mokoena,University of Pretoria,Law,2,40.0,36.0,3,4
